"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NSYS","Nortech Systems Incorporated","4.4501","$11.83M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/nsys",
"NBN","Northeast Bank","16.35","$137.31M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nbn",
"NTIC","Northern Technologies International Corporation","8.15","$74.16M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/ntic",
"NTRS","Northern Trust Corporation","79.26","$16.49B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ntrs",
"NTRSO","Northern Trust Corporation","26.93","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ntrso",
"NFBK","Northfield Bancorp, Inc.","9.88","$524.75M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/nfbk",
"NRIM","Northrim BanCorp Inc","24","$152.79M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/nrim",
"NWBI","Northwest Bancshares, Inc.","9.875","$1.26B","2009","Finance","Major Banks","https://old.nasdaq.com/symbol/nwbi",
"NWPX","Northwest Pipe Company","25.7","$251.55M","1995","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/nwpx",
"NLOK","NortonLifeLock Inc.","21.18","$12.52B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nlok",
"NCLH","Norwegian Cruise Line Holdings Ltd.","14.34","$3.95B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nclh",
"NWFL","Norwood Financial Corp.","25.78","$211.25M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nwfl",
"NVFY","Nova Lifestyle, Inc","1.62","$8.97M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/nvfy",
"NVMI","Nova Measuring Instruments Ltd.","49.49","$1.39B","2000","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/nvmi",
"NOVN","Novan, Inc.","0.69","$88.47M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/novn",
"NOVT","Novanta Inc.","103.14","$3.62B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/novt",
"NVAX","Novavax, Inc.","145.36","$8.53B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nvax",
"NVCR","NovoCure Limited","68","$6.83B","2015","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvcr",
"NOVS","Novus Capital Corporation","9.95","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/novs",
"NOVSU","Novus Capital Corporation","10.8419","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/novsu",
"NOVSW","Novus Capital Corporation","0.69","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/novsw",
"NVUS","Novus Therapeutics, Inc.","0.4857","$7.8M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nvus",
"NUAN","Nuance Communications, Inc.","27.57","$7.75B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nuan",
"NCNA","NuCana plc","5.175","$168.08M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ncna",
"NRIX","Nurix Therapeutics, Inc.","19.27","$713.72M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nrix",
"NTNX","Nutanix, Inc.","22.08","$4.41B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ntnx",
"NUVA","NuVasive, Inc.","60.48","$3.1B","2004","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nuva",
"QQQX","Nuveen NASDAQ 100 Dynamic Overwrite Fund","24.15","$955.59M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqqx",
"NUZE","NuZee, Inc.","20","$288.58M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/nuze",
"NVEE","NV5 Global, Inc.","56.87","$741.23M","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/nvee",
"NVEC","NVE Corporation","57.08","$275.98M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/nvec",
"NVDA","NVIDIA Corporation","418.62","$257.45B","1999","Technology","Semiconductors","https://old.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","119.09","$33.23B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/nxpi",
"NXTD","NXT-ID Inc.","0.4894","$16.77M","n/a","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/nxtd",
"NYMX","Nymox Pharmaceutical Corporation","3.22","$230.93M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/nymx",
"OIIM","O2Micro International Limited","2.2","$59M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/oiim",
"OVLY","Oak Valley Bancorp (CA)","12.79","$105.09M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ovly",
"OCSL","Oaktree Specialty Lending Corporation","4.55","$641.37M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ocsl",
"OCSI","Oaktree Strategic Income Corporation","6.25","$184.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ocsi",
"OMP","Oasis Midstream Partners LP","8.72","$294.84M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/omp",
"OAS","Oasis Petroleum Inc.","0.72","$233.31M","2010","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/oas",
"OBLN","Obalon Therapeutics, Inc.","0.7","$5.41M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/obln",
"OBSV","ObsEva SA","2.62","$116.83M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/obsv",
"OBCI","Ocean Bio-Chem, Inc.","16.05","$151.8M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/obci",
"OPTT","Ocean Power Technologies, Inc.","0.77","$13.18M","2007","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/optt",
"OCFC","OceanFirst Financial Corp.","16.37","$987.82M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ocfc",
"OCFCP","OceanFirst Financial Corp.","26.38","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ocfcp",
"OFED","Oconee Federal Financial Corp.","26.5","$150.39M","2011","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ofed",
"OCGN","Ocugen, Inc.","0.59","$79.65M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ocgn",
"OCUL","Ocular Therapeutix, Inc.","7.97","$500.3M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ocul",
"ODT","Odonate Therapeutics, Inc.","36.37","$1.17B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/odt",
"OMEX","Odyssey Marine Exploration, Inc.","4.175","$39.84M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/omex",
"OPI","Office Properties Income Trust","25.18","$1.21B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/opi",
"OPINI","Office Properties Income Trust","24.99","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/opini",
"OPINL","Office Properties Income Trust","25.53","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/opinl",
"OFS","OFS Capital Corporation","4.11","$55.04M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofs",
"OFSSI","OFS Capital Corporation","21.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssi",
"OFSSL","OFS Capital Corporation","22.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssl",
"OFSSZ","OFS Capital Corporation","22.5001","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssz",
"OCCI","OFS Credit Company, Inc.","8.76","$28.42M","2018","n/a","n/a","https://old.nasdaq.com/symbol/occi",
"OCCIP","OFS Credit Company, Inc.","23.3809","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/occip",
"OVBC","Ohio Valley Banc Corp.","20.24","$96.9M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ovbc",
"OKTA","Okta, Inc.","210.88","$26.28B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/okta",
"ODFL","Old Dominion Freight Line, Inc.","182.32","$21.5B","1991","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/odfl",
"ONB","Old National Bancorp","14.29","$2.36B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/onb",
"OPOF","Old Point Financial Corporation","15.9075","$83.03M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/opof",
"OSBC","Old Second Bancorp, Inc.","8.5","$251.51M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/osbc",
"OLLI","Ollie&#39;s Bargain Outlet Holdings, Inc.","106.83","$7.02B","2015","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/olli",
"ZEUS","Olympic Steel, Inc.","10.63","$116.78M","1994","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/zeus",
"OFLX","Omega Flex, Inc.","123.11","$1.24B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/oflx",
"OMER","Omeros Corporation","13.71","$747.34M","2009","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/omer",
"OMCL","Omnicell, Inc.","72.65","$3.1B","2001","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/omcl",
"ON","ON Semiconductor Corporation","20.96","$8.59B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/on",
"ONCY","Oncolytics Biotech Inc.","2.03","$82.2M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/oncy",
"ONTX","Onconova Therapeutics, Inc.","1.28","$222.95M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ontx",
"ONTXW","Onconova Therapeutics, Inc.","0.16","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ontxw",
"ONCS","OncoSec Medical Incorporated","4.7","$108.25M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/oncs",
"ONCT","Oncternal Therapeutics, Inc. ","3.28","$65.33M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/onct",
"OSS","One Stop Systems, Inc.","2.13","$35.11M","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/oss",
"OSPN","OneSpan Inc.","30.735","$1.24B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ospn",
"OSW","OneSpaWorld Holdings Limited","5.95","$505.56M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/osw",
"ONEW","OneWater Marine Inc.","28.25","$411.05M","2020","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/onew",
"OTRK","Ontrak, Inc.","38.72","$659.02M","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/otrk",
"OPBK","OP Bancorp","6.3","$94.93M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/opbk",
"LPRO","Open Lending Corporation","17.42","$1.6B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lpro",
"OTEX","Open Text Corporation","44.95","$12.17B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/otex",
"OPRA","Opera Limited","9.99","$1.19B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/opra",
"OPES","Opes Acquisition Corp.","11.39","$89.56M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opes",
"OPESU","Opes Acquisition Corp.","23.5","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opesu",
"OPESW","Opes Acquisition Corp.","1.66","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opesw",
"OPGN","OpGen, Inc.","2.16","$33.4M","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/opgn",
"OPNT","Opiant Pharmaceuticals, Inc.","9.1","$38.75M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/opnt",
"OPK","Opko Health, Inc.","5.79","$3.88B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/opk",
"OPRT","Oportun Financial Corporation","14.98","$407.03M","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/oprt",
"OBAS","Optibase Ltd.","12","$62.6M","1999","Finance","Real Estate","https://old.nasdaq.com/symbol/obas",
"OCC","Optical Cable Corporation","2.45","$18.47M","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/occ",
"OPRX","OptimizeRx Corporation","14.41","$211.06M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/oprx",
"OPHC","OptimumBank Holdings, Inc.","2.34","$6.91M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ophc",
"OPTN","OptiNose, Inc.","5.23","$240.09M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/optn",
"OPCH","Option Care Health, Inc.","11.62","$2.17B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/opch",
"ORMP","Oramed Pharmaceuticals Inc.","3.79","$89.17M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ormp",
"OSUR","OraSure Technologies, Inc.","17.495","$1.25B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/osur",
"ORBC","ORBCOMM Inc.","3.96","$311.34M","2006","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/orbc",
"OEG","Orbital Energy Group, Inc.","0.6018","$18.31M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/oeg",
"ORTX","Orchard Therapeutics plc","5.06","$492.15M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ortx",
"ORLY","O&#39;Reilly Automotive, Inc.","455.77","$33.83B","1993","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/orly",
"OGI","Organigram Holdings Inc.","1.31","$254.8M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ogi",
"ORGO","Organogenesis Holdings Inc. ","3.8","$403.21M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/orgo",
"ONVO","Organovo Holdings, Inc.","0.6882","$89.85M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/onvo",
"ORGS","Orgenesis Inc.","5.52","$121.42M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/orgs",
"ORIC","Oric Pharmaceuticals, Inc.","21.47","$642.02M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/oric",
"SEED","Origin Agritech Limited","12.49","$62.6M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/seed",
"OBNK","Origin Bancorp, Inc.","24.01","$564.26M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/obnk",
"OESX","Orion Energy Systems, Inc.","4.26","$129.59M","2015","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/oesx",
"ORSN","Orisun Acquisition Corp.","10.1559","$58.73M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsn",
"ORSNR","Orisun Acquisition Corp.","0.3056","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsnr",
"ORSNU","Orisun Acquisition Corp.","10.685","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsnu",
"ORSNW","Orisun Acquisition Corp.","0.22","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsnw",
"ORRF","Orrstown Financial Services Inc","14.15","$158.61M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/orrf",
"OFIX","Orthofix Medical Inc. ","31.64","$607.57M","1992","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ofix",
"KIDS","OrthoPediatrics Corp.","42.94","$836.16M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/kids",
"OSIS","OSI Systems, Inc.","69.14","$1.25B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/osis",
"OSMT","Osmotica Pharmaceuticals plc","5.22","$306.73M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/osmt",
"OSN","Ossen Innovation Co., Ltd.","3.1701","$20.91M","2010","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/osn",
"OTEL","Otelco Inc.","11.49","$39.32M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/otel",
"OTG","OTG EXP, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/otg",
"OTIC","Otonomy, Inc.","3.62","$174.28M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/otic",
"OTTR","Otter Tail Corporation","39.34","$1.59B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ottr",
"OTLK","Outlook Therapeutics, Inc.","1.44","$177.36M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/otlk",
"OTLKW","Outlook Therapeutics, Inc.","0.24","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/otlkw",
"OSTK","Overstock.com, Inc.","60.74","$2.45B","2002","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/ostk",
"OVID","Ovid Therapeutics Inc.","6.32","$346.05M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ovid",
"OXBR","Oxbridge Re Holdings Limited","1.16","$6.65M","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/oxbr",
"OXBRW","Oxbridge Re Holdings Limited","0.0507","n/a","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/oxbrw",
"OXFD","Oxford Immunotec Global PLC","13.03","$338.08M","2013","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/oxfd",
